code,time_zone_id,country,region,latitude,longitude
KDH,Asia/Kabul,Afghanistan,Pacific,,
KDM,Indian/Maldives,Maldives,Pacific,,
INA,Europe/Moscow,Russian Federation,Europe,,
KDX,Africa/Khartoum,Sudan,Africa,,
KDN,Africa/Libreville,Gabon,Africa,,
INB,America/Belize,Belize,Mexico/Central America,,
KED,Africa/Nouakchott,Mauritania,Africa,,
KEF,Atlantic/Reykjavik,Iceland,Europe,,
KDR,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
KEH,America/Los_Angeles,United States,Domestic,,
KDT,Asia/Bangkok,Thailand,Pacific,,
KDU,Asia/Karachi,Pakistan,Pacific,,
KEJ,Asia/Novokuznetsk,Russian Federation,Europe,,
KEL,Europe/Berlin,Germany,Europe,,
KDY,Asia/Colombo,Sri Lanka,Pacific,,
KDZ,Asia/Colombo,Sri Lanka,Pacific,,
KEM,Europe/Helsinki,Finland,Europe,,
KDA,Africa/Dakar,Senegal,Africa,,
KEC,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
KDC,Africa/Porto-Novo,Benin,Africa,,
KDD,Asia/Karachi,Pakistan,Pacific,,
KDL,Europe/Tallinn,Estonia,Europe,,
KDO,Indian/Maldives,Maldives,Pacific,,
KEN,Africa/Freetown,Sierra Leone,Africa,,
INC,Asia/Shanghai,China,Pacific,,
IND,America/Indiana/Indianapolis,United States,Domestic,39.71732917,-86.29438417
INE,Africa/Maputo,Mozambique,Africa,,
ING,America/Argentina/Rio_Gallegos,Argentina,South America,,
INH,Africa/Maputo,Mozambique,Africa,,
INI,Europe/Belgrade,Serbia,Europe,,
INJ,Australia/Brisbane,Australia,Australia/New Zealand,,
INK,America/Chicago,United States,Domestic,31.77962833,-103.2013619
INL,America/Chicago,United States,Domestic,48.56618722,-93.40306667
INN,Europe/Vienna,Austria,Europe,,
INO,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa,,
INQ,Europe/Dublin,Ireland,Europe,,
INT,America/New_York,United States,Domestic,36.13372222,-80.222
INU,Pacific/Nauru,Nauru,Pacific,,
INV,Europe/London,United Kingdom,Europe,,
INW,America/Phoenix,United States,Domestic,35.02191667,-110.7225278
KEO,Africa/Abidjan,Côte d'Ivoire,Africa,,
KEP,Asia/Kathmandu,Nepal,Pacific,,
KEQ,Asia/Jayapura,Indonesia,Pacific,,
KER,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
KEV,Europe/Helsinki,Finland,Europe,,
KEY,Africa/Nairobi,Kenya,Africa,,
KEZ,Asia/Colombo,Sri Lanka,Pacific,,
KGY,Australia/Brisbane,Australia,Australia/New Zealand,,
KGA,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
KHC,Europe/Simferopol,Ukraine,Europe,,
INX,Asia/Jayapura,Indonesia,Pacific,,
INZ,Africa/Algiers,Algeria,Africa,,
IOA,Europe/Athens,Greece,Europe,,
IOK,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
IOM,Europe/Isle_of_Man,Isle of Man,Europe,,
KGN,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa,,
ION,Africa/Brazzaville,Congo,Africa,,
KGP,Asia/Yekaterinburg,Russian Federation,Europe,,
IOP,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
IOR,Europe/Dublin,Ireland,Europe,,
IOS,America/Bahia,Brazil,South America,,
IOU,Pacific/Noumea,New Caledonia,Pacific,,
IOW,America/Chicago,United States,Domestic,41.63924389,-91.54650333
IPC,Pacific/Easter,Chile,South America,,
IPE,Asia/Manila,Philippines,Pacific,,
IPG,America/Manaus,Brazil,South America,,
KHA,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
IPH,Asia/Kuala_Lumpur,Malaysia,Pacific,,
IPI,America/Bogota,Colombia,South America,,
KHE,Europe/Kiev,Ukraine,Europe,,
KHG,Asia/Shanghai,China,Pacific,,
KFS,Europe/Istanbul,Türkiye,Europe,,
KGD,Europe/Kaliningrad,Russian Federation,Europe,,
KGF,Asia/Almaty,Kazakhstan,Pacific,,
KGG,Africa/Dakar,Senegal,Africa,,
KGI,Australia/Perth,Australia,Australia/New Zealand,,
KGJ,Africa/Blantyre,Malawi,Africa,,
KGL,Africa/Kigali,Rwanda,Africa,,
KGO,Europe/Kiev,Ukraine,Europe,,
KGS,Europe/Athens,Greece,Europe,,
KHD,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
KHH,Asia/Taipei,"Taiwan, Province of China",Pacific,,
KHI,Asia/Karachi,Pakistan,Pacific,,
KHJ,Europe/Helsinki,Finland,Europe,,
KHK,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
KHM,Asia/Rangoon,Myanmar,Pacific,,
KHN,Asia/Shanghai,China,Pacific,,
IPN,America/Sao_Paulo,Brazil,South America,,
IPT,America/New_York,United States,Domestic,41.24183583,-76.92109556
IPU,America/Bahia,Brazil,South America,,
IPW,Europe/London,United Kingdom,Europe,,
KHR,Asia/Ulaanbaatar,Mongolia,Pacific,,
KHU,Europe/Kiev,Ukraine,Europe,,
KHT,Asia/Kabul,Afghanistan,Pacific,,
IPZ,America/Costa_Rica,Costa Rica,Mexico/Central America,,
KIC,America/Los_Angeles,United States,Domestic,36.22802139,-121.1218614
KHX,Africa/Kampala,Uganda,Africa,,
KIE,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
IQN,Asia/Shanghai,China,Pacific,,
KIS,Africa/Nairobi,Kenya,Africa,,
IQQ,America/Santiago,Chile,South America,,
KIG,Africa/Johannesburg,South Africa,Africa,,
KIT,Europe/Athens,Greece,Europe,,
KIX,Asia/Tokyo,Japan,Pacific,,
KIK,Asia/Baghdad,Iraq,Middle East,,
KIL,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
KJT,Asia/Jakarta,Indonesia,Pacific,,
KIO,Pacific/Majuro,Marshall Islands,Pacific,,
IQT,America/Lima,Peru,South America,,
IRB,America/Chicago,United States,Domestic,,
IRC,America/Anchorage,United States,Alaska,,
KIU,Africa/Nairobi,Kenya,Africa,,
IRD,Asia/Dhaka,Bangladesh,Pacific,,
KIW,Africa/Lusaka,Zambia,Africa,,
IRE,America/Bahia,Brazil,South America,,
KJA,Asia/Krasnoyarsk,Russian Federation,Europe,,
IRI,Africa/Dar_es_Salaam,"Tanzania, United Republic of",Africa,,
KJI,Asia/Shanghai,China,Pacific,,
IRJ,America/Argentina/La_Rioja,Argentina,South America,,
KJP,Asia/Tokyo,Japan,Pacific,,
IRK,America/Chicago,United States,Domestic,40.09364444,-92.54496917
KJX,Asia/Jakarta,Indonesia,Pacific,,
IRM,Asia/Yekaterinburg,Russian Federation,Europe,,
IRN,America/Tegucigalpa,Honduras,Mexico/Central America,,
KHS,Asia/Muscat,Oman,Middle East,,
KHV,Asia/Vladivostok,Russian Federation,Europe,,
KHY,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
KID,Europe/Stockholm,Sweden,Europe,,
KIH,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
KIJ,Asia/Tokyo,Japan,Pacific,,
KIM,Africa/Johannesburg,South Africa,Africa,,
KIR,Europe/Dublin,Ireland,Europe,,
KIV,Europe/Chisinau,"Moldova, Republic of",Europe,,
KJH,Asia/Shanghai,China,Pacific,,
KJK,Europe/Brussels,Belgium,Europe,,
KKC,Asia/Bangkok,Thailand,Pacific,,
KKE,Pacific/Auckland,New Zealand,Australia/New Zealand,,
IRO,Africa/Bangui,Central African Republic,Africa,,
IRP,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
IRS,America/Detroit,United States,Domestic,41.8128725,-85.43906111
KKJ,Asia/Tokyo,Japan,Pacific,,
KKM,Asia/Bangkok,Thailand,Pacific,,
KKN,Europe/Oslo,Norway,Europe,,
KKO,Pacific/Auckland,New Zealand,Australia/New Zealand,,
KKS,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
KKT,America/Chicago,United States,Domestic,,
IRU,Asia/Colombo,Sri Lanka,Pacific,,
IRZ,America/Manaus,Brazil,South America,,
KLC,Africa/Dakar,Senegal,Africa,,
KLD,Europe/Moscow,Russian Federation,Europe,,
ISB,Asia/Karachi,Pakistan,Pacific,,
KLF,Europe/Moscow,Russian Federation,Europe,,
KLO,Asia/Manila,Philippines,Pacific,,
KLH,Asia/Kolkata,India,Pacific,,
KLU,Europe/Vienna,Austria,Europe,,
KLJ,Europe/Vilnius,Lithuania,Europe,,
KLV,Europe/Prague,Czechia,Europe,,
KLX,Europe/Athens,Greece,Europe,,
ISC,Europe/London,United Kingdom,Europe,,
KME,Africa/Kigali,Rwanda,Africa,,
KMG,Asia/Shanghai,China,Pacific,,
KMI,Asia/Tokyo,Japan,Pacific,,
KLQ,Asia/Jakarta,Indonesia,Pacific,,
KLR,Europe/Stockholm,Sweden,Europe,,
KMJ,Asia/Tokyo,Japan,Pacific,,
KLT,Europe/Berlin,Germany,Europe,,
KKY,Europe/Dublin,Ireland,Europe,,
KKZ,Asia/Phnom_Penh,Cambodia,Pacific,,
KLB,Africa/Lusaka,Zambia,Africa,,
KLE,Africa/Douala,Cameroon,Africa,,
KLM,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
ISD,America/Bogota,Colombia,South America,,
KLZ,Africa/Johannesburg,South Africa,Africa,,
ISE,Europe/Istanbul,Türkiye,Europe,,
KMC,Asia/Riyadh,Saudi Arabia,Middle East,,
ISG,Asia/Tokyo,Japan,Pacific,,
ISH,Europe/Rome,Italy,Europe,,
ISJ,America/Cancun,Mexico,Mexico/Central America,,
KMH,Africa/Johannesburg,South Africa,Africa,,
ISK,Asia/Kolkata,India,Pacific,,
ISM,America/New_York,United States,Domestic,28.28980556,-81.43708333
ISO,America/New_York,United States,Domestic,35.32807944,-77.61552611
ISP,America/New_York,United States,Domestic,40.7952425,-73.10021194
ISQ,America/Detroit,United States,Domestic,45.97464056,-86.17183056
ISS,America/New_York,United States,Domestic,,
IST,Europe/Istanbul,Türkiye,Europe,,
ISU,Asia/Baghdad,Iraq,Middle East,,
KMN,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
KMP,Africa/Windhoek,Namibia,Africa,,
KMQ,Asia/Tokyo,Japan,Pacific,,
KMS,Africa/Accra,Ghana,Africa,,
KMT,Asia/Phnom_Penh,Cambodia,Pacific,,
KMU,Africa/Mogadishu,Somalia,Africa,,
KMV,Asia/Rangoon,Myanmar,Pacific,,
KMW,Europe/Moscow,Russian Federation,Europe,,
KMX,Asia/Riyadh,Saudi Arabia,Middle East,,
KMZ,Africa/Lusaka,Zambia,Africa,,
KNA,America/Santiago,Chile,South America,,
ISW,America/Chicago,United States,Domestic,44.36033833,-89.83897056
KNF,Europe/London,United Kingdom,Europe,,
KNG,Asia/Jayapura,Indonesia,Pacific,,
ITA,America/Manaus,Brazil,South America,,
KNI,Australia/Perth,Australia,Australia/New Zealand,,
KNJ,Africa/Brazzaville,Congo,Africa,,
KNO,Asia/Jakarta,Indonesia,Pacific,,
KNM,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
KNN,Africa/Conakry,Guinea,Africa,,
KNR,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
KNS,Australia/Currie,Australia,Australia/New Zealand,,
KNQ,Pacific/Noumea,New Caledonia,Pacific,,
KNZ,Africa/Bamako,Mali,Africa,,
KNB,America/Denver,United States,Domestic,37.01110583,-112.5311936
KNT,America/Chicago,United States,Domestic,,
ITB,America/Santarem,Brazil,South America,,
KNH,Asia/Taipei,"Taiwan, Province of China",Pacific,,
KNU,Asia/Kolkata,India,Pacific,,
KOO,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
ITE,America/Bahia,Brazil,South America,,
ITH,America/New_York,United States,Domestic,42.49102778,-76.45844444
ITK,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
KOC,Pacific/Noumea,New Caledonia,Pacific,,
KOD,Asia/Makassar,Indonesia,Pacific,,
ITM,Asia/Tokyo,Japan,Pacific,,
ITN,America/Bahia,Brazil,South America,,
KOG,Asia/Vientiane,Lao People's Democratic Republic,Pacific,,
ITR,America/Sao_Paulo,Brazil,South America,39.2425,-102.2853889
ITU,Asia/Srednekolymsk,Russian Federation,Europe,,
IUE,Pacific/Niue,Niue,Pacific,,
IUL,Asia/Jayapura,Indonesia,Pacific,,
IUS,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
IVA,Indian/Antananarivo,Madagascar,Africa,,
KON,Asia/Ho_Chi_Minh,Viet Nam,Pacific,,
IVC,Pacific/Auckland,New Zealand,Australia/New Zealand,,
IVG,Europe/Podgorica,Montenegro,Europe,,
IVH,America/Anchorage,United States,Alaska,,
IVI,America/Panama,Panama,Mexico/Central America,,
IVL,Europe/Helsinki,Finland,Europe,,
IVO,America/Bogota,Colombia,South America,,
IVR,Australia/Sydney,Australia,Australia/New Zealand,,
IWA,Europe/Moscow,Russian Federation,Europe,33.30783333,-111.6554722
IWD,America/Menominee,United States,Domestic,46.52747472,-90.13139667
KOQ,Europe/Berlin,Germany,Europe,,
KOS,Asia/Phnom_Penh,Cambodia,Pacific,,
KOU,Africa/Libreville,Gabon,Africa,,
KOV,Asia/Almaty,Kazakhstan,Pacific,,
KOW,Asia/Shanghai,China,Pacific,,
KPD,America/New_York,United States,Domestic,,
KPO,Asia/Seoul,"Korea, Republic of",Pacific,,
KPS,Australia/Sydney,Australia,Australia/New Zealand,,
KPT,America/Los_Angeles,United States,Domestic,,
KPW,Asia/Kamchatka,Russian Federation,Europe,,
KQH,Asia/Kolkata,India,Pacific,,
KQT,Asia/Dushanbe,Tajikistan,Pacific,,
KRF,Europe/Stockholm,Sweden,Europe,,
KRN,Europe/Stockholm,Sweden,Europe,,
IWJ,Asia/Tokyo,Japan,Pacific,,
IWK,Asia/Tokyo,Japan,Pacific,65.62394028,-168.0991719
IXG,Asia/Kolkata,India,Pacific,,
IXL,Asia/Kolkata,India,Pacific,,
IXN,Asia/Kolkata,India,Pacific,,
IXP,Asia/Kolkata,India,Pacific,,
IXQ,Asia/Kolkata,India,Pacific,,
IXS,Asia/Kolkata,India,Pacific,,
IXT,Asia/Kolkata,India,Pacific,,
IXV,Asia/Kolkata,India,Pacific,,
IXX,Asia/Kolkata,India,Pacific,,
IYK,America/Los_Angeles,United States,Domestic,35.65884306,-117.8295122
IZA,America/Sao_Paulo,Brazil,South America,34.60682028,-120.0755617
IZE,Europe/Berlin,Germany,Europe,,
IZO,Asia/Tokyo,Japan,Pacific,,
IZT,America/Mexico_City,Mexico,Mexico/Central America,,
KRC,Asia/Jakarta,Indonesia,Pacific,,
JAA,Asia/Kabul,Afghanistan,Pacific,,
KRE,Africa/Bujumbura,Burundi,Africa,,
JAC,America/Denver,United States,Domestic,43.60732417,-110.7377389
JAD,Australia/Perth,Australia,Australia/New Zealand,,
JAF,Asia/Colombo,Sri Lanka,Pacific,,
JAG,Asia/Karachi,Pakistan,Pacific,,
KRK,Europe/Warsaw,Poland,Europe,,
KRL,Asia/Shanghai,China,Pacific,,
JAI,Asia/Kolkata,India,Pacific,,
JAJ,America/New_York,United States,Domestic,,
JAK,America/Port-au-Prince,Haiti,Caribbean,,
JAL,America/Mexico_City,Mexico,Mexico/Central America,,
JAM,Europe/Sofia,Bulgaria,Europe,,
JAN,America/Chicago,United States,Domestic,32.31116667,-90.07588889
JAO,America/New_York,United States,Domestic,,
JAP,America/Costa_Rica,Costa Rica,Mexico/Central America,,
JAR,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
JAU,America/Lima,Peru,South America,36.33457556,-84.16234472
KRO,Asia/Yekaterinburg,Russian Federation,Europe,,
KBM,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
KRR,Europe/Moscow,Russian Federation,Europe,,
KSH,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
JBB,Asia/Jakarta,Indonesia,Pacific,,
KSI,Africa/Conakry,Guinea,Africa,,
KSK,Europe/Stockholm,Sweden,Europe,,
KRW,Asia/Ashgabat,Turkmenistan,Pacific,,
KRZ,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa,,
KSW,Asia/Jerusalem,Israel,Middle East,,
KTF,Pacific/Auckland,New Zealand,Australia/New Zealand,,
KSD,Europe/Stockholm,Sweden,Europe,,
JBC,America/New_York,United States,Domestic,,
JBK,America/Los_Angeles,United States,Domestic,,
KSJ,Europe/Athens,Greece,Europe,,
JBR,America/Chicago,United States,Domestic,35.83186111,-90.64616667
KSL,Africa/Khartoum,Sudan,Africa,,
JBS,America/Los_Angeles,United States,Domestic,,
KSO,Europe/Athens,Greece,Europe,,
KSQ,Asia/Samarkand,Uzbekistan,Pacific,,
KSS,Africa/Bamako,Mali,Africa,,
KST,Africa/Khartoum,Sudan,Africa,,
JCA,Europe/Paris,France,Europe,,
JCB,America/Sao_Paulo,Brazil,South America,,
KSY,Europe/Istanbul,Türkiye,Europe,,
JCC,America/Los_Angeles,United States,Domestic,,
JCD,America/St_Thomas,"Virgin Islands, U.S.",Caribbean,,
KTC,Africa/Abidjan,Côte d'Ivoire,Africa,,
JCE,America/Los_Angeles,United States,Domestic,,
JCI,America/Chicago,United States,Domestic,,
KTG,Asia/Pontianak,Indonesia,Pacific,,
KTI,Asia/Phnom_Penh,Cambodia,Pacific,,
JCM,America/Bahia,Brazil,South America,,
KRP,Europe/Copenhagen,Denmark,Europe,,
KRQ,Europe/Kiev,Ukraine,Europe,,
KRS,Europe/Oslo,Norway,Europe,,
KRT,Africa/Khartoum,Sudan,Africa,,
KSA,Pacific/Kosrae,"Micronesia, Federated States of",Pacific,,
KSC,Europe/Bratislava,Slovakia,Europe,,
KSE,Africa/Kampala,Uganda,Africa,,
KSF,Europe/Berlin,Germany,Europe,,
KSN,Asia/Almaty,Kazakhstan,Pacific,,
KSU,Europe/Oslo,Norway,Europe,,
KSZ,Europe/Moscow,Russian Federation,Europe,,
KTA,Australia/Perth,Australia,Australia/New Zealand,,
KTE,Asia/Kuala_Lumpur,Malaysia,Pacific,,
KTL,Africa/Nairobi,Kenya,Africa,,
JCN,Asia/Seoul,"Korea, Republic of",Pacific,,
JCO,Europe/Malta,Malta,Europe,,
JCT,America/Chicago,United States,Domestic,30.51126,-99.76345528
JCU,Africa/Ceuta,Spain,Europe,,
KGZ,America/Anchorage,United States,Alaska,,
JCY,America/Chicago,United States,Domestic,,
JDA,America/Los_Angeles,United States,Domestic,,
KTU,Asia/Kolkata,India,Pacific,,
JDB,America/Chicago,United States,Domestic,,
KTX,Africa/Bamako,Mali,Africa,,
KTY,Asia/Colombo,Sri Lanka,Pacific,,
JDF,America/Sao_Paulo,Brazil,South America,,
JDG,Asia/Seoul,"Korea, Republic of",Pacific,,
JDH,Asia/Kolkata,India,Pacific,,
JDM,America/New_York,United States,Domestic,,
KUI,Pacific/Auckland,New Zealand,Australia/New Zealand,,
KUJ,Asia/Tokyo,Japan,Pacific,,
JDN,America/Denver,United States,Domestic,47.33333417,-106.9339564
KUN,Europe/Vilnius,Lithuania,Europe,,
JDO,America/Fortaleza,Brazil,South America,,
KUR,Asia/Kabul,Afghanistan,Pacific,,
JDP,Europe/Paris,France,Europe,,
KUT,Asia/Tbilisi,Georgia,Pacific,,
KUU,Asia/Kolkata,India,Pacific,,
KUV,Asia/Seoul,"Korea, Republic of",Pacific,,
JDR,America/Sao_Paulo,Brazil,South America,,
JDT,America/Chicago,United States,Domestic,,
KVD,Asia/Baku,Azerbaijan,Pacific,,
KVK,Europe/Moscow,Russian Federation,Europe,,
JDY,America/Los_Angeles,United States,Domestic,,
JDZ,Asia/Shanghai,China,Pacific,,
JED,Asia/Riyadh,Saudi Arabia,Middle East,,
KWA,Pacific/Kwajalein,Marshall Islands,Pacific,,
KTP,America/Jamaica,Jamaica,Caribbean,,
KWD,Africa/Bangui,Central African Republic,Africa,,
KTQ,Europe/Helsinki,Finland,Europe,,
KTT,Europe/Helsinki,Finland,Europe,,
KTW,Europe/Warsaw,Poland,Europe,,
KUA,Asia/Kuala_Lumpur,Malaysia,Pacific,,
KUD,Asia/Kuching,Malaysia,Pacific,,
KUF,Europe/Samara,Russian Federation,Europe,,
KUH,Asia/Tokyo,Japan,Pacific,,
KUL,Asia/Kuala_Lumpur,Malaysia,Pacific,,
KUO,Europe/Helsinki,Finland,Europe,,
KUS,America/Godthab,Greenland,Other International,,
KVA,Europe/Athens,Greece,Europe,,
KVB,Europe/Stockholm,Sweden,Europe,,
KVO,Europe/Belgrade,Serbia,Europe,,
KVR,Asia/Vladivostok,Russian Federation,Europe,,
KVX,Europe/Moscow,Russian Federation,Europe,,
KWE,Asia/Shanghai,China,Pacific,,
JEE,America/Port-au-Prince,Haiti,Caribbean,,
KWG,Europe/Kiev,Ukraine,Europe,,
KWH,Asia/Kabul,Afghanistan,Pacific,,
JEF,America/Chicago,United States,Domestic,38.59117917,-92.15614389
KWJ,Asia/Seoul,"Korea, Republic of",Pacific,,
KWL,Asia/Shanghai,China,Pacific,,
KWU,Pacific/Auckland,New Zealand,Australia/New Zealand,,
KWZ,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
KXE,Africa/Johannesburg,South Africa,Africa,,
KXK,Asia/Vladivostok,Russian Federation,Europe,,
KYA,Europe/Istanbul,Türkiye,Europe,,
KZI,Europe/Athens,Greece,Europe,,
KXD,Asia/Yekaterinburg,Russian Federation,Europe,,
KZN,Europe/Moscow,Russian Federation,Europe,,
KZO,Asia/Qyzylorda,Kazakhstan,Pacific,,
KWI,Asia/Kuwait,Kuwait,Middle East,,
KZG,Europe/Berlin,Germany,Europe,,
JEG,America/Godthab,Greenland,Other International,,
JEK,Africa/Lusaka,Zambia,Africa,,
KYD,Asia/Taipei,"Taiwan, Province of China",Pacific,,
KYE,Asia/Beirut,Lebanon,Middle East,,
JEM,America/Los_Angeles,United States,Domestic,,
JEQ,America/Bahia,Brazil,South America,,
JFM,Australia/Perth,Australia,Australia/New Zealand,,
KYL,America/New_York,United States,Domestic,,
KYN,Europe/London,United Kingdom,Europe,,
KYO,America/New_York,United States,Domestic,,
JFN,America/New_York,United States,Domestic,,
KYS,Africa/Bamako,Mali,Africa,,
KYT,Asia/Rangoon,Myanmar,Pacific,,
JFR,America/Godthab,Greenland,Other International,,
JGE,Asia/Seoul,"Korea, Republic of",Pacific,,
KYZ,Asia/Krasnoyarsk,Russian Federation,Europe,,
JGL,America/New_York,United States,Domestic,,
KZC,Asia/Phnom_Penh,Cambodia,Pacific,,
KZD,Asia/Phnom_Penh,Cambodia,Pacific,,
JGN,Asia/Shanghai,China,Pacific,,
JGO,America/Godthab,Greenland,Other International,,
JGP,America/Chicago,United States,Domestic,,
JGQ,America/Chicago,United States,Domestic,,
JGR,America/Godthab,Greenland,Other International,,
JGS,Asia/Shanghai,China,Pacific,,
JGX,America/Los_Angeles,United States,Domestic,,
JHB,Asia/Kuala_Lumpur,Malaysia,Pacific,,
JHC,America/New_York,United States,Domestic,,
JHE,Europe/Stockholm,Sweden,Europe,,
JHG,Asia/Shanghai,China,Pacific,,
JHL,America/Edmonton,Canada,Canada,,
JHM,Pacific/Honolulu,United States,Hawaii,20.96293639,-156.6730317
JHS,America/Godthab,Greenland,Other International,,
JIC,Asia/Shanghai,China,Pacific,,
KZS,Europe/Athens,Greece,Europe,,
LAA,America/Denver,United States,Domestic,38.06969444,-102.6885
LAD,Africa/Luanda,Angola,Africa,,
LAH,Asia/Jayapura,Indonesia,Pacific,,
LAG,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
JID,America/Los_Angeles,United States,Domestic,,
LAI,Europe/Paris,France,Europe,,
LAJ,America/Sao_Paulo,Brazil,South America,,
LAL,America/New_York,United States,Domestic,27.98891667,-82.01855556
JIJ,Africa/Addis_Ababa,Ethiopia,Africa,,
LAM,America/Denver,United States,Domestic,35.87980194,-106.2694153
LBI,Europe/Paris,France,Europe,,
LAP,America/Mazatlan,Mexico,Mexico/Central America,,
LAQ,Africa/Tripoli,Libya,Africa,,
LAR,America/Denver,United States,Domestic,41.31205,-105.6749864
LAT,America/Bogota,Colombia,South America,,
LAU,Africa/Nairobi,Kenya,Africa,,
LAV,Pacific/Apia,Samoa,Pacific,,
LBJ,Asia/Makassar,Indonesia,Pacific,,
JIK,Europe/Athens,Greece,Europe,,
JIM,Africa/Addis_Ababa,Ethiopia,Africa,,
JIN,Africa/Kampala,Uganda,Africa,,
LBA,Europe/London,United Kingdom,Europe,,
JIO,America/Los_Angeles,United States,Domestic,,
JIP,America/Guayaquil,Ecuador,South America,,
LAF,America/Indiana/Indianapolis,United States,Domestic,40.41231694,-86.93689889
LAN,America/Detroit,United States,Domestic,42.7787,-84.58735806
LAO,Asia/Manila,Philippines,Pacific,,
LBH,Australia/Sydney,Australia,Australia/New Zealand,,
JIQ,Asia/Shanghai,China,Pacific,,
JIW,Asia/Karachi,Pakistan,Pacific,,
LBK,Africa/Nairobi,Kenya,Africa,,
LBL,America/Chicago,United States,Domestic,37.04420944,-100.9598611
LBN,Africa/Nairobi,Kenya,Africa,,
LBO,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,37.64718056,-92.65375778
LBP,Asia/Kuching,Malaysia,Pacific,,
LAW,America/Chicago,United States,Domestic,34.56771444,-98.41663667
LBR,America/Manaus,Brazil,South America,,
LBT,America/New_York,United States,Domestic,34.60991667,-79.05944444
LAX,America/Los_Angeles,United States,Domestic,33.94253611,-118.4080744
LAY,Africa/Johannesburg,South Africa,Africa,,
LAZ,America/Bahia,Brazil,South America,,
LBC,Europe/Berlin,Germany,Europe,,
LBD,Asia/Dushanbe,Tajikistan,Pacific,,
JJA,Pacific/Guadalcanal,Solomon Islands,Pacific,,
JJD,Brazil/East,Brazil,South America,,
JJG,America/Sao_Paulo,Brazil,South America,,
JJI,America/Lima,Peru,South America,,
JJM,Africa/Nairobi,Kenya,Africa,,
LBW,Asia/Makassar,Indonesia,Pacific,,
LBX,Asia/Manila,Philippines,Pacific,29.10863889,-95.46208056
LBY,Europe/Paris,France,Europe,,
LBZ,Africa/Luanda,Angola,Africa,,
LCA,Asia/Nicosia,Cyprus,Europe,,
LCC,Europe/Rome,Italy,Europe,,
LCD,Africa/Johannesburg,South Africa,Africa,,
LCE,America/Tegucigalpa,Honduras,Mexico/Central America,,
LCF,America/Guatemala,Guatemala,Mexico/Central America,,
LCG,Europe/Madrid,Spain,Europe,42.24188889,-96.98141667
LCN,Australia/Adelaide,Australia,Australia/New Zealand,,
LCI,America/New_York,United States,Domestic,43.57272806,-71.41890028
LCJ,Europe/Warsaw,Poland,Europe,,
LCP,America/Argentina/Salta,Argentina,South America,,
LCL,America/Havana,Cuba,Caribbean,,
LCM,America/Argentina/Cordoba,Argentina,South America,,
JJU,America/Godthab,Greenland,Other International,,
JKV,America/Chicago,United States,Domestic,,
LCQ,America/New_York,United States,Domestic,30.18205556,-82.57686111
LCV,Europe/Rome,Italy,Europe,,
LDA,Asia/Kolkata,India,Pacific,,
LDK,Europe/Stockholm,Sweden,Europe,,
JLB,America/Los_Angeles,United States,Domestic,,
LDB,America/Sao_Paulo,Brazil,South America,,
LDC,Australia/Lindeman,Australia,Australia/New Zealand,,
LDE,Europe/Paris,France,Europe,,
LDN,Asia/Kathmandu,Nepal,Pacific,,
LDX,America/Cayenne,French Guiana,South America,,
JLD,Europe/Stockholm,Sweden,Europe,,
JLH,America/Chicago,United States,Domestic,,
JLN,America/Chicago,United States,Domestic,37.15181361,-94.49826833
LDM,America/Detroit,United States,Domestic,43.96253278,-86.40791528
JLR,Asia/Kolkata,India,Pacific,,
LDO,America/Paramaribo,Suriname,South America,,
LDR,Asia/Aden,Yemen,Middle East,,
JLS,America/Sao_Paulo,Brazil,South America,,
LDV,Europe/Paris,France,Europe,,
